Identifier,hyper_idx,n_frames,mean_gap_ms,std_gap_ms,util_bits,has_dos,has_fuzzy,has_imp
0000,0,7675,0.651540265832682,0.6497653381522646,851925,1,0,0
0000,1,7250,0.6893571527107187,0.5849185576989973,804750,1,0,0
0000,2,8521,0.5867276995305164,0.44120415539014235,945831,1,0,0
0000,3,5239,0.9544291714394807,0.7766879396939068,581529,1,0,0
0000,4,4823,1.0367192036499377,0.874937600857018,535353,1,0,0
0000,5,4542,1.1007619467077738,1.2100799263354627,504162,1,0,0
0000,6,3387,1.476470761961016,1.2838699259990498,375957,1,0,0
0000,7,2539,1.969594168636721,1.4608952231333487,281829,1,0,0
0000,8,2445,2.043527004909983,1.566676048995423,271395,1,0,0
0000,9,2789,1.7925179340028699,1.522131496561691,309579,1,0,0
0000,10,5284,0.9459549498391059,0.8751867283072197,586524,1,0,0
0000,11,4329,1.1549768946395558,0.9301970037793242,480519,1,0,0
0000,12,4611,1.0844577006507576,0.8357901997678652,511821,1,0,0
0000,13,4617,1.082887781629116,0.7860092443157605,512487,1,0,0
0000,14,4687,1.0663230900554852,0.8149756197573629,520257,1,0,0
0000,15,4596,1.0876104461371046,0.8115292650816189,510156,1,0,0
0000,16,4391,1.1383097949886105,0.866606145074586,487401,1,0,0
0000,17,3614,1.3832881262109062,1.0938792179085706,401154,1,0,0
0000,18,3870,1.2911527526492625,1.0334766850853792,429570,1,0,0
0000,19,3488,1.4331402351591587,1.047484284367548,387168,1,0,0
0000,20,4886,1.0226202661207764,1.1059185816382395,542346,1,0,0
0000,21,3851,1.2978077922077929,1.3520980394478606,427461,1,0,0
0000,22,7340,0.6812304128627877,0.4799418785464544,814740,1,0,0
0000,23,7220,0.6925058872420005,1.0340652871457268,801420,1,0,0
0000,24,7505,0.666096748400853,0.47159931524086873,833055,1,0,0
0000,25,7416,0.6738772757923119,0.4839546353369021,823176,1,0,0
0000,26,7474,0.6690606182256112,0.485429125033597,829614,1,0,0
0000,27,8280,0.6038784877400636,0.6589989041419795,919080,1,0,0
0000,28,10090,0.495519873129151,0.08143860301597874,1119990,1,0,0
0000,29,3823,1.3074960753532203,1.1929573650858094,424353,1,0,0
0000,30,3700,1.3506082725060844,1.0814360996804568,410700,1,0,0
0000,31,5137,0.9733158099688433,0.7898860469939594,570207,1,0,0
0000,32,4428,1.1293291167833739,0.8325862921693646,491508,1,0,0
0000,33,5154,0.9700097030855801,0.7911805565369875,572094,1,0,0
0000,34,2832,1.7655386789120486,1.3381269480723519,314352,1,0,0
0000,35,3690,1.3551640010842974,1.3396528152256728,409590,1,0,0
0000,36,6646,0.7518796087283672,0.6554313238641604,737706,1,0,0
0000,37,3121,1.6017467948717996,1.4728590169674374,346431,1,0,0
0000,38,3057,1.63576570680628,1.310699143558586,339327,1,0,0
0000,39,3574,1.3987013713965915,1.2648030504950096,396714,1,0,0
0000,40,4955,1.008239806217199,1.2125953040954844,550005,1,0,0
0000,41,6992,0.7150908310685169,1.77321046494171,776112,1,0,0
0000,42,7264,0.6884097480380013,0.5967058811895645,806304,1,0,0
0000,43,8926,0.5601501400560212,0.4791064444101798,990786,1,0,0
0000,44,2674,1.868739244294797,1.9084784879430912,296814,1,0,0
0000,45,4227,1.1824822527212453,1.6256786629190745,469197,1,0,0
0000,46,9098,0.5495756842915225,2.2208591997484635,1009878,1,0,0
0000,47,9531,0.5246400839454354,0.20483924406233722,1057941,1,0,0
0000,48,10128,0.49367532339290965,0.04574034314494784,1124208,1,0,0
0000,49,9772,0.5116733190052197,1.3844886407775023,1084692,1,0,0
0000,50,6315,0.7918165980361092,1.0970173308455484,700965,1,0,0
0000,51,3943,1.2681938102485997,1.0546206664228552,437673,1,0,0
0000,52,4687,1.0667904396073447,0.9149868668640676,520257,1,0,0
0000,53,4945,1.010517799352747,0.8551149518682084,548895,1,0,0
0000,54,4895,1.0212995504699651,0.8227795223632929,543345,1,0,0
0000,55,4016,1.2450535491905397,0.9184173476075485,445776,1,0,0
0000,56,4384,1.14054985169975,1.1317321088259653,486624,1,0,0
0000,57,7079,0.7063464255439335,0.5357839327333692,785769,1,0,0
0000,58,6255,0.7994275663575301,3.7452863610866984,694305,1,0,0
0000,59,5463,0.9151830831197303,0.7659356495958822,606393,1,0,0
0000,60,6333,0.7894598862918476,0.682764520945204,702963,1,0,0
0000,61,1821,0.7123406593406416,0.5575851238228478,202131,1,0,0
0018,0,90,55.13707865168541,684.9291114865999,9990,0,1,0
0018,1,117,42.3923275862069,658.0458808364652,12987,0,1,0
0018,2,117,42.3051724137931,654.4029661454555,12987,0,1,0
0018,3,104,47.74155339805823,696.8764795855317,11544,0,1,0
0018,4,137,36.15654411764707,594.3370680400869,15207,0,1,0
0018,5,118,41.60017094017094,641.6212115428343,13098,0,1,0
0018,6,128,38.640551181102346,626.8665429767821,14208,0,1,0
0018,7,94,52.83451612903224,743.2333532751925,10434,0,1,0
0018,8,69,72.11205882352937,543.0234146941964,7659,0,1,0
0018,9,55,87.47537037037047,798.0370650391346,6105,0,1,0
0018,10,58,85.32754385964911,940.6493489782179,6438,0,1,0
0018,11,59,78.85499999999992,990.251889706626,6549,0,1,0
0018,12,59,81.6162068965518,857.5320658764956,6549,0,1,0
0018,13,75,66.40256756756746,816.4879782001511,8325,0,1,0
0018,14,60,80.23152542372881,889.4696016239961,6660,0,1,0
0018,15,65,76.77703125000002,735.8331579801968,7215,0,1,0
0018,16,56,85.15763636363623,904.964062185904,6216,0,1,0
0018,17,87,57.01813953488371,543.7226160060833,9657,0,1,0
0018,18,134,35.8912781954887,560.1901760352315,14874,0,1,0
0018,19,72,68.07760563380288,839.0376004199526,7992,0,1,0
0018,20,70,70.19724637681158,790.1615954270944,7770,0,1,0
0018,21,73,65.74666666666671,784.3044538809309,8103,0,1,0
0018,22,68,70.94940298507454,829.1432731511238,7548,0,1,0
0018,23,76,59.38346666666651,784.332688712139,8436,0,1,0
0018,24,70,71.21289855072467,853.1294116043683,7770,0,1,0
0018,25,70,68.89681159420303,851.4539655918207,7770,0,1,0
0018,26,80,61.82329113924049,775.5569387480932,8880,0,1,0
0018,27,81,60.17137500000018,796.4220417827012,8991,0,1,0
0018,28,80,61.56683544303787,793.0901688972017,8880,0,1,0
0018,29,76,63.915066666666384,812.4561285475806,8436,0,1,0
0018,30,70,71.35666666666661,858.8514460700796,7770,0,1,0
0018,31,81,56.67174999999993,780.0607722572789,8991,0,1,0
0018,32,93,53.30086956521748,740.8815112361395,10323,0,1,0
0018,33,81,60.79662500000005,802.1355179278497,8991,0,1,0
0018,34,61,79.22650000000004,911.7480263716651,6771,0,1,0
0018,35,81,61.54699999999984,797.7324431199206,8991,0,1,0
0018,36,86,55.10164705882349,756.9948885558183,9546,0,1,0
0018,37,71,70.33671428571446,857.7682915240679,7881,0,1,0
0018,38,67,73.99454545454523,844.703729858865,7437,0,1,0
0018,39,85,56.82833333333345,790.1667506854224,9435,0,1,0
0018,40,91,52.93011111111115,738.8696804153387,10101,0,1,0
0018,41,68,71.84552238805963,850.342765987649,7548,0,1,0
0018,42,107,45.413207547169954,687.9725342877978,11877,0,1,0
0018,43,126,38.8288,600.8241392609896,13986,0,1,0
0018,44,85,56.354880952381016,699.8815163142251,9435,0,1,0
0018,45,97,50.871875000000045,757.7059980956526,10767,0,1,0
0018,46,107,45.88377358490581,685.7844470544773,11877,0,1,0
0018,47,127,38.12484126984128,627.4728843145115,14097,0,1,0
0018,48,108,45.54700934579428,674.3621586291549,11988,0,1,0
0018,49,107,44.65660377358486,684.0795631460354,11877,0,1,0
0018,50,110,44.89504587155945,671.1533353028891,12210,0,1,0
0018,51,79,60.81576923076918,729.7603491300346,8769,0,1,0
0018,52,75,63.69986486486433,753.8203713695696,8325,0,1,0
0018,53,75,65.45810810810838,722.0048695955306,8325,0,1,0
0018,54,73,66.02388888888872,749.6109388745842,8103,0,1,0
0018,55,77,63.074473684210375,782.4487804210504,8547,0,1,0
0018,56,61,71.2286666666671,932.8320109115203,6771,0,1,0
0018,57,75,64.91472972972996,797.0786030853561,8325,0,1,0
0018,58,73,65.05347222222231,798.7398081152944,8103,0,1,0
0018,59,58,67.95842105263144,860.0850049326325,6438,0,1,0
0018,60,74,67.44863013698686,802.8216966932567,8214,0,1,0
0018,61,63,75.22451612903255,645.6197505528054,6993,0,1,0
0018,62,55,90.6257407407412,690.636704338563,6105,0,1,0
0018,63,61,80.5611666666664,650.5901604113267,6771,0,1,0
0018,64,59,83.16775862068985,636.1304891184777,6549,0,1,0
0018,65,60,83.11220338983033,648.3069790192479,6660,0,1,0
0018,66,50,95.17510204081567,695.3021231484043,5550,0,1,0
0018,67,52,93.79764705882361,655.0753404657768,5772,0,1,0
0018,68,53,91.22634615384584,654.7337745716301,5883,0,1,0
0018,69,44,51.24883720930162,771.7422283971987,4884,0,1,0
0018,70,25,200.00499999999968,0.104006688751903,2775,0,0,0
0018,71,25,199.99916666666687,0.11205265325145894,2775,0,0,0
0018,72,25,200.00083333333407,0.12792377710908362,2775,0,0,0
0018,73,25,199.99250000000046,0.11010864199936768,2775,0,0,0
0018,74,25,200.00208333333327,0.13104858597403607,2775,0,0,0
0018,75,25,200.0016666666653,0.1393046915946873,2775,0,0,0
0018,76,25,199.99958333333487,0.08819342215444795,2775,0,0,0
0018,77,25,199.99666666666846,0.061691142810338336,2775,0,0,0
0018,78,25,200.00208333333327,0.0894417063826728,2775,0,0,0
0018,79,25,200.00000000000048,0.09793520483819015,2775,0,0,0
0018,80,25,200.00208333333327,0.08667676919453586,2775,0,0,0
0018,81,25,199.99916666666687,0.10282601035228002,2775,0,0,0
0018,82,25,199.9949999999989,0.11996376265177928,2775,0,0,0
0018,83,25,200.00083333333407,0.09586751123824931,2775,0,0,0
0018,84,25,199.99708333333407,0.10792425551840444,2775,0,0,0
0018,85,25,200.0029166666669,0.10804504562845325,2775,0,0,0
0018,86,25,199.99750000000205,0.1134153582193594,2775,0,0,0
0018,87,25,200.00000000000048,0.10628100572152552,2775,0,0,0
0018,88,25,199.99625000000046,0.10487311173608006,2775,0,0,0
0018,89,25,199.99124999999887,0.09520287264141228,2775,0,0,0
0018,90,25,200.00625000000127,0.12751172153232318,2775,0,0,0
0018,91,25,200.0012499999997,0.09242211762327464,2775,0,0,0
0018,92,25,200.00499999999968,0.11974610823286067,2775,0,0,0
0018,93,25,200.00541666666768,0.09165052558649252,2775,0,0,0
0018,94,25,200.00499999999968,0.09394725623780378,2775,0,0,0
0018,95,25,200.0066666666669,0.09898030838504238,2775,0,0,0
0018,96,25,200.0012499999997,0.12763100685831336,2775,0,0,0
0018,97,25,200.00499999999968,0.14673252802887524,2775,0,0,0
0018,98,25,200.01041666666688,0.11914474817346582,2775,0,0,0
0018,99,25,200.0029166666669,0.10792425550628658,2775,0,0,0
0018,100,25,199.99625000000046,0.10643685615507012,2775,0,0,0
0018,101,25,199.99625000000046,0.10491456151545846,2775,0,0,0
0018,102,25,200.0087499999997,0.10530752069564342,2775,0,0,0
0018,103,25,200.00000000000284,0.12887472849870574,2775,0,0,0
0018,104,25,199.99916666666687,0.12079147201446182,2775,0,0,0
0018,105,25,200.0070833333325,0.12217162434384563,2775,0,0,0
0018,106,25,199.99291666666844,0.13166093363880788,2775,0,0,0
0018,107,25,199.99916666666687,0.11420487565720135,2775,0,0,0
0018,108,25,200.00166666667005,0.10200880894181757,2775,0,0,0
0018,109,25,200.00625000000127,0.1085001502769615,2775,0,0,0
0018,110,25,200.00749999999812,0.10771338780411979,2775,0,0,0
0018,111,25,199.99416666666528,0.11908771582719856,2775,0,0,0
0018,112,25,200.0012499999997,0.10156653421016452,2775,0,0,0
0018,113,25,200.00958333333566,0.08131950762655814,2775,0,0,0
0018,114,25,200.00374999999812,0.12873337798512605,2775,0,0,0
0018,115,25,200.0033333333325,0.10744732446849517,2775,0,0,0
0018,116,25,200.00208333333092,0.0943618920367171,2775,0,0,0
0018,117,25,200.0012499999997,0.08189667403646766,2775,0,0,0
0018,118,25,199.99833333333092,0.06246158240896338,2775,0,0,0
0018,119,25,200.0058333333309,0.12353195912245436,2775,0,0,0
0018,120,25,200.00083333333407,0.14148026953007944,2775,0,0,0
0018,121,25,200.0004166666637,0.10246862367342144,2775,0,0,0
0018,122,25,200.00083333333407,0.055553864699769404,2775,0,0,0
0018,123,25,200.00041666666846,0.09795647510407063,2775,0,0,0
0018,124,25,199.99625000000285,0.10167349703581106,2775,0,0,0
0018,125,25,200.0012499999997,0.10393612167512532,2775,0,0,0
0018,126,25,199.9924999999981,0.05847704864529865,2775,0,0,0
0018,127,25,200.01000000000127,0.09165151390825357,2775,0,0,0
0018,128,25,199.9974999999997,0.0969648076032638,2775,0,0,0
0018,129,25,200.00208333333092,0.10043293962683449,2775,0,0,0
0018,130,25,199.99541666666687,0.1330570053310797,2775,0,0,0
0018,131,25,200.0016666666653,0.1594192358286061,2775,0,0,0
0018,132,25,199.9924999999981,0.11629236022037509,2775,0,0,0
0018,133,25,200.00083333333407,0.12524468803721497,2775,0,0,0
0018,134,25,200.0012499999997,0.1158451928040824,2775,0,0,0
0018,135,25,200.00041666666846,0.08035135704872255,2775,0,0,0
0018,136,25,200.0029166666669,0.07433643653826909,2775,0,0,0
0018,137,25,200.00250000000128,0.10879777811093509,2775,0,0,0
0018,138,25,200.00083333333407,0.09408214110935924,2775,0,0,0
0018,139,25,199.99541666666687,0.1105708180333468,2775,0,0,0
0018,140,25,200.0016666666653,0.11134227163508714,2775,0,0,0
0018,141,25,200.00916666667004,0.0894872673403213,2775,0,0,0
0018,142,25,200.00499999999968,0.13922143763189462,2775,0,0,0
0018,143,25,200.00416666666845,0.10354233189935559,2775,0,0,0
0018,144,25,199.99458333333564,0.13078289897603385,2775,0,0,0
0018,145,25,200.0087499999997,0.1064572786460845,2775,0,0,0
0018,146,25,200.00041666666846,0.11195803432306987,2775,0,0,0
0018,147,25,200.0012499999997,0.10018732453791203,2775,0,0,0
0018,148,25,200.0012499999997,0.0996652004116683,2775,0,0,0
0018,149,25,200.00625000000127,0.09938123784249032,2775,0,0,0
0018,150,25,200.0016666666653,0.07405442574643392,2775,0,0,0
0018,151,25,199.9979166666653,0.08924705167046647,2775,0,0,0
0018,152,25,199.99708333333407,0.09831091612393612,2775,0,0,0
0018,153,25,200.00500000000443,0.11691691588152635,2775,0,0,0
0018,154,25,200.00375000000284,0.1166865924984032,2775,0,0,0
0018,155,25,199.98833333333246,0.07585264128579679,2775,0,0,0
0018,156,25,200.0066666666669,0.07760920310072822,2775,0,0,0
0018,157,25,200.0083333333341,0.08154308898905642,2775,0,0,0
0018,158,25,200.00041666666846,0.07141301590721202,2775,0,0,0
0018,159,25,199.99958333333248,0.12588742958197352,2775,0,0,0
0018,160,25,200.00041666666846,0.07274010714406129,2775,0,0,0
0018,161,25,199.99875000000125,0.08347415637663252,2775,0,0,0
0018,162,25,200.0029166666669,0.11939991865731925,2775,0,0,0
0018,163,25,200.0004166666637,0.06053954270488407,2775,0,0,0
0018,164,25,200.00625000000127,0.11720708170661386,2775,0,0,0
0018,165,25,200.00208333333092,0.09550684776663176,2775,0,0,0
0018,166,25,200.0083333333341,0.07965505341631951,2775,0,0,0
0018,167,25,200.00041666666846,0.11066907845568162,2775,0,0,0
0018,168,25,200.0029166666669,0.06746845745408202,2775,0,0,0
0018,169,25,199.9974999999997,0.10608651105865227,2775,0,0,0
0018,170,25,199.99250000000282,0.07651371005128466,2775,0,0,0
0018,171,25,200.0016666666653,0.11915159020557632,2775,0,0,0
0018,172,25,200.00083333333407,0.01612900889018422,2775,0,0,0
0018,173,25,200.0066666666669,0.1140048308238138,2775,0,0,0
0018,174,25,199.99625000000285,0.08741766310805624,2775,0,0,0
0018,175,25,200.00000000000284,0.11887150535931237,2775,0,0,0
0018,176,25,199.9979166666653,0.11883416162691322,2775,0,0,0
0018,177,25,200.0029166666669,0.07810133697190981,2775,0,0,0
0018,178,25,200.0066666666669,0.12099826325308079,2775,0,0,0
